Name,RC,SMILES,Pruned
36,orginal,intermediate,[H]OC([H])(c1c([H])c([H])c([H])c(OC([H])([H])[H])c1[H])C(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
36,orginal,product,[H]OC([H])(c1c([H])c([H])c([H])c(OC([H])([H])[H])c1[H])C(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
36,pruned,reactant,[H]OC([H])([4H])C(N([H])C(=O)C([H])=C([H])[H])(C([H])([H])[H])C([H])([H])[H]
36,pruned,intermediate,[H]OC([H])([4H])C(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
36,pruned,product,[H]OC([H])([4H])C(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
51,orginal,reactant,N(c1onc(c1)-c2ccccc2)C(=O)C=C
51,orginal,intermediate,[H]c1c(-c2c([H])c([H])c([H])c([H])c2[H])noc1N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H]
51,orginal,product,[H]c1c(-c2c([H])c([H])c([H])c([H])c2[H])noc1N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H]
51,pruned,reactant,C=CC(=O)Nc1cc(-c2ccccc2)no1
51,pruned,intermediate,[H]c1c(-c2c([H])c([H])c([H])c([H])c2[H])noc1N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H]
51,pruned,product,[H]c1c(-c2c([H])c([H])c([H])c([H])c2[H])noc1N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H]
52,orginal,reactant,s1c(nc(c1)-c2ccccc2)NC(=O)C=C
52,orginal,intermediate,[H]c1sc(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])nc1-c1c([H])c([H])c([H])c([H])c1[H]
52,orginal,product,[H]c1sc(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])nc1-c1c([H])c([H])c([H])c([H])c1[H]
52,pruned,reactant,C=CC(=O)Nc1nc(-c2ccccc2)cs1
52,pruned,intermediate,[H]c1sc(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])nc1-c1c([H])c([H])c([H])c([H])c1[H]
52,pruned,product,[H]c1sc(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])nc1-c1c([H])c([H])c([H])c([H])c1[H]
