Name,RC,SMILES,Pruned
3,pruned,product,[H]c1nc([9H])c2c(-c3c([H])c([H])c([16H])c([H])c3[H])nn([C@@]3([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c2n1
8,orginal,reactant,C=CC(=O)Nc1ccc(cc1)N
8,orginal,intermediate,[H]c1c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1N([H])[H]
8,orginal,product,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1N([H])[H]
8,pruned,reactant,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c([11H])c([H])c1[H]
8,pruned,intermediate,[H]c1c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1[11H]
8,pruned,product,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1[11H]
9,orginal,reactant,C=CC(=O)Nc1ccc(cc1)F
9,orginal,intermediate,[H]c1c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1F
9,orginal,product,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1F
9,pruned,reactant,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c([11H])c([H])c1[H]
9,pruned,intermediate,[H]c1c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1[11H]
9,pruned,product,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1[11H]
10,orginal,reactant,C=CC(=O)NCc1ccccc1
10,orginal,intermediate,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c1[H]
10,orginal,product,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c1[H]
10,pruned,reactant,C=CC(=O)NCc1ccccc1
10,pruned,intermediate,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c1[H]
10,pruned,product,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c1[H]
11,orginal,reactant,CN(c1ccccc1)C(=O)C=C
11,orginal,intermediate,[H]c1c([H])c([H])c(N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])[H])c([H])c1[H]
11,orginal,product,[H]c1c([H])c([H])c(N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])[H])c([H])c1[H]
11,pruned,reactant,C=CC(=O)N(C)c1ccccc1
11,pruned,intermediate,[H]c1c([H])c([H])c(N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])[H])c([H])c1[H]
11,pruned,product,[H]c1c([H])c([H])c(N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])[H])c([H])c1[H]
12,orginal,reactant,C=CC(=O)Nc1ccccc1
12,orginal,intermediate,[H]c1c([H])c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c1[H]
12,orginal,product,[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c1[H]
12,pruned,reactant,C=CC(=O)Nc1ccccc1
12,pruned,intermediate,[H]c1c([H])c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c1[H]
12,pruned,product,[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c1[H]
13,orginal,reactant,Cc1ccccc1NC(=O)C=C
13,orginal,intermediate,[H]c1c([H])c([H])c(C([H])([H])[H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c1[H]
13,orginal,product,[H]c1c([H])c([H])c(C([H])([H])[H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c1[H]
13,pruned,reactant,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c([H])c([H])c1[H]
13,pruned,intermediate,[H]c1c([H])c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c1[H]
13,pruned,product,[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c1[H]
14,orginal,reactant,COc1ccc(cc1)NC(=O)C=C
14,orginal,intermediate,[H]c1c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1OC([H])([H])[H]
14,orginal,product,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1OC([H])([H])[H]
14,pruned,reactant,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c([1H])c([H])c1[H]
14,pruned,intermediate,[H]c1c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1[1H]
14,pruned,product,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1[1H]
15,orginal,reactant,C=CC(=O)Nc1ccccc1C#N
15,orginal,intermediate,[H]c1c([H])c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c(C#N)c1[H]
15,orginal,product,[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c(C#N)c1[H]
15,pruned,reactant,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c([H])c([H])c1[11H]
15,pruned,intermediate,[H]c1c([H])c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([11H])c1[H]
15,pruned,product,[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([11H])c1[H]
16,orginal,reactant,C=CC(=O)Nc1cccc(c1)F
16,orginal,intermediate,[H]c1c([H])c(F)c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c1[H]
16,orginal,product,[H]c1c([H])c(F)c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c1[H]
16,pruned,reactant,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c([H])c([11H])c1[H]
16,pruned,intermediate,[H]c1c([H])c([11H])c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c1[H]
16,pruned,product,[H]c1c([H])c([11H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c1[H]
17,orginal,reactant,Cc1ccc(cc1)NC(=O)C=C
17,orginal,intermediate,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H]
17,orginal,product,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H]
17,pruned,reactant,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c([H])c([H])c1[H]
17,pruned,intermediate,[H]c1c([H])c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c1[H]
17,pruned,product,[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c1[H]
18,orginal,reactant,C=CC(=O)Nc1ccccn1
18,orginal,intermediate,[H]c1nc(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1[H]
18,orginal,product,[H]c1nc(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1[H]
18,pruned,reactant,C=CC(=O)Nc1ccccn1
18,pruned,intermediate,[H]c1nc(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1[H]
18,pruned,product,[H]c1nc(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1[H]
19,orginal,reactant,C=CC(=O)Nc1ccc(cc1)C#N
19,orginal,intermediate,[H]c1c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1C#N
19,orginal,product,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1C#N
19,pruned,reactant,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c([11H])c([H])c1[H]
19,pruned,intermediate,[H]c1c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1[11H]
19,pruned,product,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1[11H]
20,orginal,reactant,CC(=C)C(=O)NC(C)(C)c1ccccc1
20,orginal,intermediate,[H]c1c([H])c([H])c(C(N([H])C(=O)[C-](C([H])([H])[H])C([H])([H])SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
20,orginal,product,[H]c1c([H])c([H])c(C(N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
20,pruned,reactant,C=C(C)C(=O)NC(C)(C)c1ccccc1
20,pruned,intermediate,[H]c1c([H])c([H])c(C(N([H])C(=O)[C-](C([H])([H])[H])C([H])([H])SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
20,pruned,product,[H]c1c([H])c([H])c(C(N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
21,orginal,reactant,CC(=C)C(=O)Nc1ccccc1
21,orginal,intermediate,[H]c1c([H])c([H])c(N([H])C(=O)[C-](C([H])([H])[H])C([H])([H])SC([H])([H])[H])c([H])c1[H]
21,orginal,product,[H]c1c([H])c([H])c(N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])SC([H])([H])[H])c([H])c1[H]
21,pruned,reactant,C=C(C)C(=O)Nc1ccccc1
21,pruned,intermediate,[H]c1c([H])c([H])c(N([H])C(=O)[C-](C([H])([H])[H])C([H])([H])SC([H])([H])[H])c([H])c1[H]
21,pruned,product,[H]c1c([H])c([H])c(N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])SC([H])([H])[H])c([H])c1[H]
22,orginal,reactant,CC(=CC(=O)Nc1ccccc1)C
22,orginal,intermediate,[H]c1c([H])c([H])c(N([H])C(=O)[C-]([H])C(SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
22,orginal,product,[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])C(SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
22,pruned,reactant,CC(C)=CC(=O)Nc1ccccc1
22,pruned,intermediate,[H]c1c([H])c([H])c(N([H])C(=O)[C-]([H])C(SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
22,pruned,product,[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])C(SC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
23,orginal,reactant,C=CC(=O)Nc1ccc(cc1)N
23,orginal,intermediate,[H]c1c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1N([H])[H]
23,orginal,product,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1N([H])[H]
23,pruned,reactant,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c([11H])c([H])c1[H]
23,pruned,intermediate,[H]c1c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1[11H]
23,pruned,product,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c1[11H]
24,orginal,reactant,Fc1c(cccc1Nc2ncnc3c2cc(c(c3)OC)OC4CCN(CC4)C(=O)C=C)Cl
24,orginal,intermediate,[H]c1nc(N([H])c2c([H])c([H])c([H])c(Cl)c2F)c2c([H])c(OC3([H])C([H])([H])C([H])([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C3([H])[H])c(OC([H])([H])[H])c([H])c2n1
24,orginal,product,[H]c1nc(N([H])c2c([H])c([H])c([H])c(Cl)c2F)c2c([H])c(OC3([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C3([H])[H])c(OC([H])([H])[H])c([H])c2n1
24,pruned,reactant,[H]C([H])=C([H])C(=O)N1C([H])([H])C([H])([H])C([H])([20H])C([H])([H])C1([H])[H]
24,pruned,intermediate,[H][C-](C(=O)N1C([H])([H])C([H])([H])C([H])([20H])C([H])([H])C1([H])[H])C([H])([H])SC([H])([H])[H]
24,pruned,product,[H]C([H])([H])SC([H])([H])C([H])([H])C(=O)N1C([H])([H])C([H])([H])C([H])([20H])C([H])([H])C1([H])[H]
25,orginal,reactant,s2c1ncnc(c1cc2-c3n(cnc3-c4ccccc4)CC5N(CCC5)C(=O)C=C)N
25,orginal,intermediate,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])C3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1
25,orginal,product,[H]c1nc(N([H])[H])c2c([H])c(-c3c(-c4c([H])c([H])c([H])c([H])c4[H])nc([H])n3C([H])([H])C3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])sc2n1
25,pruned,reactant,[H]C([H])=C([H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[10H]
25,pruned,intermediate,[H][C-](C(=O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[10H])C([H])([H])SC([H])([H])[H]
25,pruned,product,[H]C([H])([H])SC([H])([H])C([H])([H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[10H]
26,orginal,reactant,N3(CCc1c(nc(nc1)NC2CCOCC2)C3)C(=O)C=C
26,orginal,intermediate,[H]c1nc(N([H])C2([H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])nc2c1C([H])([H])C([H])([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C2([H])[H]
26,orginal,product,[H]c1nc(N([H])C2([H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])nc2c1C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C2([H])[H]
26,pruned,reactant,[H]C([H])=C([H])C(=O)N1C([H])([H])c2nc([9H])nc([H])c2C([H])([H])C1([H])[H]
26,pruned,intermediate,[H]c1nc([9H])nc2c1C([H])([H])C([H])([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C2([H])[H]
26,pruned,product,[H]c1nc([9H])nc2c1C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C2([H])[H]
27,orginal,reactant,N1([C@@H](CCC1)C(=O)Nc3c(cc2ncc(c(c2c3)Nc4cc(ccc4)CC)C(=O)N)OC)C(=O)C=C
27,orginal,intermediate,[H]c1nc2c([H])c(OC([H])([H])[H])c(N([H])C(=O)[C@@]3([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c([H])c2c(N([H])c2c([H])c([H])c([H])c(C([H])([H])C([H])([H])[H])c2[H])c1C(=O)N([H])[H]
27,orginal,product,[H]c1nc2c([H])c(OC([H])([H])[H])c(N([H])C(=O)[C@@]3([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c([H])c2c(N([H])c2c([H])c([H])c([H])c(C([H])([H])C([H])([H])[H])c2[H])c1C(=O)N([H])[H]
27,pruned,reactant,[H]C([H])=C([H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])[8H]
27,pruned,intermediate,[H][C-](C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])[8H])C([H])([H])SC([H])([H])[H]
27,pruned,product,[H]N([8H])C(=O)[C@@]1([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H]
28,orginal,reactant,n1(ncc(c1)-c2nc(c(nc2)N)-n3nnc4c3cccc4)C5CCN(CC5)C(=O)C=C
28,orginal,intermediate,[H]c1nc(N([H])[H])c(-n2nnc3c([H])c([H])c([H])c([H])c32)nc1-c1c([H])nn(C2([H])C([H])([H])C([H])([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C2([H])[H])c1[H]
28,orginal,product,[H]c1nc(N([H])[H])c(-n2nnc3c([H])c([H])c([H])c([H])c32)nc1-c1c([H])nn(C2([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C2([H])[H])c1[H]
28,pruned,reactant,[H]C([H])=C([H])C(=O)N1C([H])([H])C([H])([H])C([H])(n2nc([H])c(-c3nc(-n4nnc5c([H])c([H])c([H])c([H])c54)c([11H])nc3[H])c2[H])C([H])([H])C1([H])[H]
28,pruned,intermediate,[H]c1nc([11H])c(-n2nnc3c([H])c([H])c([H])c([H])c32)nc1-c1c([H])nn(C2([H])C([H])([H])C([H])([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C2([H])[H])c1[H]
28,pruned,product,[H]c1nc([11H])c(-n2nnc3c([H])c([H])c([H])c([H])c32)nc1-c1c([H])nn(C2([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C2([H])[H])c1[H]
29,orginal,reactant,Ic1c(cc(c(c1)NCC(=O)N2CCN(CC2)C(=O)C=C)O)Cl
29,orginal,intermediate,[H]Oc1c([H])c(Cl)c(I)c([H])c1N([H])C([H])([H])C(=O)N1C([H])([H])C([H])([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C1([H])[H]
29,orginal,product,[H]Oc1c([H])c(Cl)c(I)c([H])c1N([H])C([H])([H])C(=O)N1C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C1([H])[H]
29,pruned,reactant,[H]C([H])=C([H])C(=O)N1C([H])([H])C([H])([H])N([9H])C([H])([H])C1([H])[H]
29,pruned,intermediate,[H][C-](C(=O)N1C([H])([H])C([H])([H])N([9H])C([H])([H])C1([H])[H])C([H])([H])SC([H])([H])[H]
29,pruned,product,[H]C([H])([H])SC([H])([H])C([H])([H])C(=O)N1C([H])([H])C([H])([H])N([9H])C([H])([H])C1([H])[H]
30,orginal,reactant,Clc1c(cc(c(c1)NCC(=O)N2CCN(CC2)C(=O)C=C)OC)Cl
30,orginal,intermediate,[H]c1c(Cl)c(Cl)c([H])c(N([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C2([H])[H])c1OC([H])([H])[H]
30,orginal,product,[H]c1c(Cl)c(Cl)c([H])c(N([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C2([H])[H])c1OC([H])([H])[H]
30,pruned,reactant,[H]C([H])=C([H])C(=O)N1C([H])([H])C([H])([H])N([9H])C([H])([H])C1([H])[H]
30,pruned,intermediate,[H][C-](C(=O)N1C([H])([H])C([H])([H])N([9H])C([H])([H])C1([H])[H])C([H])([H])SC([H])([H])[H]
30,pruned,product,[H]C([H])([H])SC([H])([H])C([H])([H])C(=O)N1C([H])([H])C([H])([H])N([9H])C([H])([H])C1([H])[H]
31,orginal,reactant,N1(CCN(CC1)C(=O)C=C)c2ncc(cn2)-c3ccccc3
31,orginal,intermediate,[H]c1nc(N2C([H])([H])C([H])([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C2([H])[H])nc([H])c1-c1c([H])c([H])c([H])c([H])c1[H]
31,orginal,product,[H]c1nc(N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C2([H])[H])nc([H])c1-c1c([H])c([H])c([H])c([H])c1[H]
31,pruned,reactant,C=CC(=O)N1CCN(c2ncc(-c3ccccc3)cn2)CC1
31,pruned,intermediate,[H]c1nc(N2C([H])([H])C([H])([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])C([H])([H])C2([H])[H])nc([H])c1-c1c([H])c([H])c([H])c([H])c1[H]
31,pruned,product,[H]c1nc(N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C2([H])[H])nc([H])c1-c1c([H])c([H])c([H])c([H])c1[H]
32,orginal,reactant,Fc1ccc(cc1)S[C@@H]2CN([C@@H](C2)C(=O)NCc3ccc(cc3)F)C(=O)C=C
32,orginal,intermediate,[H]c1c([H])c(S[C@]2([H])C([H])([H])N(C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])[C@]([H])(C(=O)N([H])C([H])([H])c3c([H])c([H])c(F)c([H])c3[H])C2([H])[H])c([H])c([H])c1F
32,orginal,product,[H]c1c([H])c(S[C@]2([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])[C@]([H])(C(=O)N([H])C([H])([H])c3c([H])c([H])c(F)c([H])c3[H])C2([H])[H])c([H])c([H])c1F
32,pruned,reactant,[H]C([H])=C([H])C(=O)N1C([H])([H])[C@@]([H])([7H])C([H])([H])[C@@]1([H])C(=O)N([H])C([H])([H])[17H]
32,pruned,intermediate,[H][C-](C(=O)N1C([H])([H])[C@@]([H])([7H])C([H])([H])[C@@]1([H])C(=O)N([H])C([H])([H])[17H])C([H])([H])SC([H])([H])[H]
32,pruned,product,[H]N(C(=O)[C@@]1([H])N(C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])[C@@]([H])([7H])C1([H])[H])C([H])([H])[17H]
34,orginal,reactant,Clc1c(nc(nc1)Nc2c(ccc(c2)NC(=O)C=CCN(C)C)OC)-c3c4n(nc3)cccc4
34,orginal,intermediate,[H]C1=C([H])c2c(-c3nc(N([H])c4c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c4OC([H])([H])[H])nc([H])c3Cl)c([H])nn2C([H])=C1[H]
34,orginal,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])nn3c([H])c([H])c([H])c([H])c23)c1Cl
34,pruned,reactant,[H]C(C(=O)N([H])c1c([H])c([H])c([23H])c([7H])c1[H])=C([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H]
34,pruned,intermediate,[H]c1c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c([7H])c1[23H]
34,pruned,product,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c([7H])c1[23H]
35,orginal,reactant,Clc1ccc(cc1)C=CS(=O)(=O)N2CCN(CC2)C(=O)C=C
35,orginal,intermediate,[H]C([H])=C([H])C(=O)N1C([H])([H])C([H])([H])N(S(=O)(=O)[C-]([H])C([H])(SC([H])([H])[H])c2c([H])c([H])c(Cl)c([H])c2[H])C([H])([H])C1([H])[H]
35,orginal,product,[H]C([H])=C([H])C(=O)N1C([H])([H])C([H])([H])N(S(=O)(=O)C([H])([H])C([H])(SC([H])([H])[H])c2c([H])c([H])c(Cl)c([H])c2[H])C([H])([H])C1([H])[H]
35,pruned,reactant,[H]C(=C([H])S(=O)(=O)N1C([H])([H])C([H])([H])N([18H])C([H])([H])C1([H])[H])c1c([H])c([H])c(Cl)c([H])c1[H]
35,pruned,intermediate,[H]c1c([H])c(C([H])(SC([H])([H])[H])[C-]([H])S(=O)(=O)N2C([H])([H])C([H])([H])N([18H])C([H])([H])C2([H])[H])c([H])c([H])c1Cl
35,pruned,product,[H]c1c([H])c(C([H])(SC([H])([H])[H])C([H])([H])S(=O)(=O)N2C([H])([H])C([H])([H])N([18H])C([H])([H])C2([H])[H])c([H])c([H])c1Cl
36,orginal,reactant,N(C(C(O)c1cc(ccc1)OC)(C)C)C(=O)C=C
