Name,RC,SMILES,charge,"E(opt, kcal/mol)","time(opt, sec)","E(rattled, kcal/mol)","E(initial, kcal/mol)"
S2-14.20,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472884.136241716,2.3822013502940536,-1472872.7111646007,-1472879.4331911255
S2-14.21,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197497.2738149022,2.803996150381863,-1197486.1894393743,-1197492.3946278302
S2-14.21,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472606.3811003596,3.9246886437758803,-1472595.1953997272,-1472601.1539162283
S2-14.21,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472864.3870359089,7.699003246612847,-1472849.5645427639,-1472856.8177531664
S2-14.22,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197497.1646569509,2.6010569352656603,-1197485.8517429067,-1197492.1232969244
S2-14.22,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472624.8475000274,5.772506922483444,-1472551.3592412223,-1472557.8038309868
S2-14.22,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472869.7166670798,2.8102600555866957,-1472860.5905317008,-1472864.8489006404
S2-14.23,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197494.4129311515,4.636712822131813,-1197483.1006311579,-1197488.4264158062
S2-14.23,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472613.839194485,6.922965159639716,-1472565.679336854,-1472569.8927917767
S2-14.23,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472878.8356475472,5.649858421646059,-1472856.6128856319,-1472863.35581679
S2-14.24,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197495.4345531436,2.2553662406280637,-1197484.995890775,-1197490.1292109096
S2-14.24,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472610.2961982447,10.773866103962064,-1472561.1708662433,-1472566.274916348
S2-14.24,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472865.2648524719,5.02358125615865,-1472852.6481189125,-1472859.0378744025
S2-14.25,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197496.8722469485,3.8723165206611156,-1197484.7741675694,-1197490.9380181306
S2-14.25,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472576.6925239335,5.08056721650064,-1472560.3592571325,-1472566.5320376167
S2-14.25,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472864.2735498014,5.41011100076139,-1472852.4628335228,-1472858.0860474373
S2-14.26,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197501.315658855,9.107304323464632,-1197488.7279687775,-1197494.7727390858
S2-14.26,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472569.6623055297,3.93927760142833,-1472552.6152778761,-1472559.3877879735
S2-14.26,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472868.2501770814,3.959159323014319,-1472855.7636305906,-1472862.9562423914
S2-14.27,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197495.4807176448,2.2819046517834067,-1197484.478137009,-1197489.9210141655
S2-14.27,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472606.922204264,5.607788555324078,-1472583.2393143578,-1472587.719420486
S2-14.27,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472873.3726132822,2.6846692208200693,-1472864.6818922288,-1472868.589013499
S2-14.28,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197497.5720153528,3.335676728747785,-1197487.5782631107,-1197491.9345579888
S2-14.28,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472625.063024698,8.615300022996962,-1472551.2148012368,-1472556.6468002854
S2-14.28,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472869.91987443,2.4970738058909774,-1472860.1416815177,-1472864.203745214
S2-14.29,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197497.517231025,3.5529324505478144,-1197485.2364255511,-1197491.615684073
S2-14.29,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472572.3223337135,5.256266715936363,-1472556.322300146,-1472560.848521379
S2-14.29,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472868.1212139025,2.861787097528577,-1472856.713449713,-1472862.754372957
S2-14.30,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197497.8703607556,2.231962072663009,-1197486.8196880436,-1197493.0262784646
S2-14.30,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472630.7175641975,3.969010050408542,-1472622.2212374024,-1472626.929975458
S2-14.30,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472878.2225026435,8.178212289698422,-1472866.2765761311,-1472871.1149903508
S2-14.31,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197497.872010337,2.456331274472177,-1197487.606392507,-1197493.122762625
S2-14.31,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472612.961708879,5.306167472153902,-1472586.6487730057,-1472590.8957623893
S2-14.31,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472878.7194795879,7.118678974919021,-1472864.7922907055,-1472872.5774281882
S2-14.32,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197492.797892454,3.641713364981115,-1197480.2658630542,-1197486.3543401193
S2-14.32,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472608.0639793153,4.270277868956327,-1472575.1829279324,-1472581.45884006
S2-14.32,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472872.6842455608,2.975556433200836,-1472861.2000548071,-1472867.651933184
S2-14.33,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197497.286448198,1.9522471837699413,-1197487.2957944726,-1197492.6750918846
S2-14.33,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472577.6494635544,7.363156177103519,-1472548.2655183554,-1472552.9464283043
S2-14.33,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472870.7171557304,2.634540982544422,-1472859.56394289,-1472865.6979831795
S2-14.34,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197493.9783536063,4.568986410275102,-1197482.6748862604,-1197488.6181228505
S2-14.34,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472606.153516297,4.489547909237444,-1472594.4087872764,-1472601.2887773644
S2-14.34,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472868.9402565965,8.051955650560558,-1472855.8858554796,-1472862.7172178947
S2-14.35,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197496.2137572498,2.3308318266645074,-1197485.1564453705,-1197491.07766368
S2-14.35,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472605.752802308,11.198711016215384,-1472581.4232951577,-1472586.203898263
S2-14.35,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472873.11648064,2.8954754089936614,-1472863.7706005028,-1472868.6826858325
S2-14.36,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197495.6560186632,2.9670515451580286,-1197484.0788752423,-1197490.4210816598
S2-14.36,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472605.9300976591,4.041593847796321,-1472595.999445752,-1472601.3395502605
S2-14.36,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472872.948239125,3.5094351219013333,-1472859.8606204612,-1472867.7341469
S2-14.37,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197497.828076299,3.7332292310893536,-1197487.3203977754,-1197492.766651114
S2-14.37,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472607.5830942446,2.892231577076018,-1472578.4761385191,-1472583.931227988
S2-14.37,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472879.734373705,4.877903218381107,-1472866.7613007855,-1472874.0733063025
S2-14.38,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197494.6560977807,2.5790849858894944,-1197483.9787467907,-1197489.649620909
S2-14.38,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472610.1572260435,6.389652053825557,-1472558.206180668,-1472565.7657702267
S2-14.38,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472866.9783308487,3.4192255744710565,-1472856.9084622483,-1472861.227010435
S2-14.39,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197497.5599157575,2.6430821819230914,-1197487.8842494548,-1197492.8334253647
S2-14.39,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472607.587654165,3.319934071972966,-1472579.4445565867,-1472583.3532998334
S2-14.39,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472868.110429304,2.577674601227045,-1472854.7852064723,-1472862.8589763683
S2-14.40,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197502.4102802414,3.4865435967221856,-1197490.7125707746,-1197496.7794412521
S2-14.40,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472610.1339401351,6.745302616618574,-1472561.0504892839,-1472566.2023944757
S2-14.40,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472863.9090528141,4.734134188853204,-1472850.4778328016,-1472856.6785110836
S2-14.41,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197492.6169707105,4.1298175919801,-1197480.6039628708,-1197486.6671016007
S2-14.41,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472610.8532889741,4.392052808776498,-1472581.2075177669,-1472587.49917466
S2-14.41,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472873.0502147735,3.8647335302084684,-1472862.378404084,-1472867.883785539
S2-14.42,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197502.113757553,3.0315929977223277,-1197489.1116675837,-1197495.9395600543
S2-14.42,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472575.6290587257,12.67856732942164,-1472552.2087857288,-1472558.5322202342
S2-14.42,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472877.728106509,4.299540993757546,-1472866.9013591371,-1472872.0040985418
S2-14.43,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197500.2491685622,2.0469430154189467,-1197488.7799044454,-1197495.2745517027
S2-14.43,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472606.2769659392,3.982437962666154,-1472595.5078557543,-1472600.9363399006
S2-14.43,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472872.6134130182,2.093566787429154,-1472862.9204208255,-1472867.8842014906
S2-14.44,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197502.6434787454,6.831502593122423,-1197490.8998105878,-1197496.0204649593
S2-14.44,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472603.9487908448,3.6749802799895406,-1472593.8443655765,-1472599.795962393
S2-14.44,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472864.3393801253,3.2601149873808026,-1472853.1086584518,-1472856.8650345728
S2-14.45,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197491.7568777134,5.071395949460566,-1197479.7465695355,-1197486.0747569455
S2-14.45,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472569.4938469024,4.62315125670284,-1472551.409570387,-1472557.913289199
S2-14.45,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472869.082526458,2.6439698291942477,-1472858.7103995022,-1472863.7557268997
S2-14.46,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197492.6614050183,2.8474998604506254,-1197481.1877189695,-1197487.5902548567
S2-14.46,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472608.2679318492,5.906980417668819,-1472560.9397760327,-1472565.9922296596
S2-14.46,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,1,-1472864.8372123684,4.946934890002012,-1472853.130721931,-1472857.380515706
S2-14.47,reactant,COc1ccc(NC(=O)/C=C/C[NH+](C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1,1,-1197497.5736088145,2.6816662289202213,-1197485.952050636,-1197492.1137742333
S2-14.47,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1Cl,0,-1472607.6098051455,2.9848552299663424,-1472576.9243914844,-1472583.5996889984
