Name,RC,SMILES,charge,QCa,QCb,E_HOMO,E_LUMO,f_plus_Cb,f_minus_Cb,f_zero_Cb,f_plus_Ca,f_minus_Ca,f_zero_Ca,"E(opt, kcal/mol)","time(opt, sec)","E(rattled, kcal/mol)","E(initial, kcal/mol)"
S2-20.1,reactant,[H]c1c([H])c(N([H])C(=O)[C:91]([H])=[C:92]([H])[H])c([H])c([H])c1N([H])[H],0,-0.14971058,-0.28200856,-180.0416842587856,15.892097082764456,0.14929953,0.07616913,0.11273433,0.069494635,-0.013944969,0.027774833,-335137.59991052473,18.132036849856377,-335134.41816405486,-335136.31052276306
S2-20.1,intermediate,[H]c1c([H])c(N([H])C(=O)[C-:91]([H])[C:92]([H])([H])[S:93]C([H])([H])[H])c([H])c([H])c1N([H])[H],-1,-0.48691118,-0.11493621,-61.53581031664892,111.41661982884922,0.001313962,0.023427196,0.012370579,-0.028022438,0.30240202,0.13718979,-610133.8267505326,20.606991197913885,-610127.9787130025,-610130.2037031786
S2-20.1,product,[H]c1c([H])c(N([H])C(=O)[C:91]([H])([H])[C:92]([H])([H])[S:93]C([H])([H])[H])c([H])c([H])c1N([H])[H],0,-0.13119276,-0.0995424,-176.7734262271634,20.60912038086882,-0.043560397,-0.0548568,-0.049208596,0.025982186,-0.008385107,0.00879854,-610502.5136486755,1.4974342677742243,-610499.1565015916,-610500.9712510739
S2-22.1,reactant,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C:91]([H])=[C:92]([H])[H])c([H])c1[H],0,-0.16072752,-0.2837895,-210.00660365516123,16.086679064174,0.13357338,0.071756124,0.102664754,0.043054342,-0.006398365,0.018327989,-325059.95085491147,2.816925309598446,-325056.0101403019,-325058.4016880409
S2-22.1,intermediate,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C-:91]([H])[C:92]([H])([H])[S:93]C([H])([H])[H])c([H])c1[H],-1,-0.55218196,-0.11383915,-72.24068186375027,110.02825266148922,0.008042306,0.022030957,0.015036631,-0.06542936,0.5036277,0.2190992,-600055.1848141038,2.6812790986150503,-600048.0864932213,-600050.5779339996
S2-22.1,product,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C:91]([H])([H])[C:92]([H])([H])[S:93]C([H])([H])[H])c([H])c1[H],0,-0.14312534,-0.105896294,-192.85261944374705,17.572938649505275,-0.03379724,-0.03937295,-0.036585096,0.057701692,0.0099933,0.033847496,-600426.5257570893,1.7031784262508154,-600422.9054353639,-600425.4050464727
S2-22.2,reactant,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C:91]([H])=[C:92]([H])[H])c([H])c1[H],0,-0.15887631,-0.28339267,-208.72680469091802,16.04005942043067,0.14108074,0.07223205,0.106656395,0.058622703,-0.0065107495,0.026055977,-325059.76842722023,1.7609436810016632,-325056.1418303646,-325058.40064215154
S2-22.2,intermediate,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C-:91]([H])[C:92]([H])([H])[S:93]C([H])([H])[H])c([H])c1[H],-1,-0.5167701,-0.11183648,-68.39684002850035,111.54252367929776,0.0044858158,0.040785536,0.022635676,-0.028762013,0.3977375,0.18448775,-600053.1791043817,3.3637272976338863,-600040.7586957166,-600044.2743740423
S2-22.2,product,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C:91]([H])([H])[C:92]([H])([H])[S:93]C([H])([H])[H])c([H])c1[H],0,-0.13861437,-0.105359145,-193.23650275153489,17.57180792689051,-0.03988435,-0.03968776,-0.039786056,0.069831505,0.013850972,0.04184124,-600426.8217726176,1.7438693698495626,-600422.703956665,-600425.6914430312
S2-22.3,reactant,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C:91]([H])=[C:92]([H])[H])c([H])c1[H],0,-0.16056404,-0.28384075,-209.9593352848564,16.096846047943533,0.13419366,0.07188545,0.103039555,0.043100893,-0.0064698756,0.018315509,-325059.9511328162,2.7452212646603584,-325056.353783239,-325058.44798512186
S2-22.3,intermediate,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C-:91]([H])[C:92]([H])([H])[S:93]C([H])([H])[H])c([H])c1[H],-1,-0.50993884,-0.11336294,-68.02331874796816,113.92985364844039,0.005967103,0.02334597,0.014656536,-0.050448835,0.44366065,0.1966059,-600056.2120685683,2.5709320958703756,-600048.7774826814,-600050.9220889832
S2-22.3,product,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C:91]([H])([H])[C:92]([H])([H])[S:93]C([H])([H])[H])c([H])c1[H],0,-0.1373151,-0.106191106,-193.37105277616595,17.498136792510383,-0.04056958,-0.037956767,-0.039263174,0.068652794,0.011743531,0.040198162,-600426.7343274056,2.1248809099197388,-600422.3785043635,-600425.4708045282
S2-22.4,reactant,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C:91]([H])=[C:92]([H])[H])c([H])c1[H],0,-0.15517877,-0.28202987,-212.80174023733304,19.16450886258611,0.14820117,0.09945293,0.12382705,0.05638644,-0.004099801,0.02614332,-325060.78869327623,1.2641096264123917,-325059.102132324,-325060.178690761
S2-22.4,intermediate,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C-:91]([H])[C:92]([H])([H])[S:93]C([H])([H])[H])c([H])c1[H],-1,-0.5178398,-0.11188312,-68.47846378227702,111.558981932666,0.0035183206,0.040459402,0.021988861,-0.028678298,0.39937788,0.18534979,-600053.2026856749,3.3053511399775743,-600043.1062430294,-600044.9753366567
S2-22.4,product,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C:91]([H])([H])[C:92]([H])([H])[S:93]C([H])([H])[H])c([H])c1[H],0,-0.1373399,-0.10661303,-193.43269042605328,17.444841403599717,-0.040450357,-0.038309194,-0.039379776,0.06796476,0.011393279,0.03967902,-600426.7389076335,2.1619868632405996,-600422.9230095621,-600425.439623755
S2-22.5,reactant,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C:91]([H])=[C:92]([H])[H])c([H])c1[H],0,-0.16067348,-0.28383893,-209.9801476023829,16.126793774481097,0.13348654,0.071520165,0.10250335,0.04346834,-0.006364599,0.018551871,-325059.9513699383,2.79172414727509,-325056.85812905093,-325058.4333475965
S2-22.5,intermediate,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C-:91]([H])[C:92]([H])([H])[S:93]C([H])([H])[H])c([H])c1[H],-1,-0.54962736,-0.11365641,-72.0463371246943,109.7744204532237,0.008322485,0.02238448,0.015353482,-0.06279826,0.49872822,0.21796498,-600055.1477056523,2.4668831788003445,-600048.3311033209,-600050.3981325314
S2-22.5,product,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C:91]([H])([H])[C:92]([H])([H])[S:93]C([H])([H])[H])c([H])c1[H],0,-0.13719821,-0.106253035,-193.46049443991416,17.56705541477957,-0.040080927,-0.038228057,-0.039154492,0.06606893,0.010341018,0.038204975,-600426.7488825306,2.4283464401960373,-600423.2302025736,-600425.4666256345
S2-22.6,reactant,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C:91]([H])=[C:92]([H])[H])c([H])c1[H],0,-0.15508124,-0.28204498,-212.80207658513459,19.166107924981894,0.1479756,0.09939852,0.12368706,0.05635123,-0.0042290837,0.026061073,-325060.78833937016,1.1730970218777657,-325058.4853820304,-325060.1757154123
S2-22.6,intermediate,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C-:91]([H])[C:92]([H])([H])[S:93]C([H])([H])[H])c([H])c1[H],-1,-0.5173593,-0.11188818,-68.41948051689624,111.51352220993034,0.003841564,0.040607147,0.022224355,-0.02879402,0.39878306,0.18499452,-600053.1987074752,3.197035139426589,-600042.0792126583,-600045.2418237061
S2-22.6,product,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)[C:91]([H])([H])[C:92]([H])([H])[S:93]C([H])([H])[H])c([H])c1[H],0,-0.14665647,-0.12386659,-193.11981783693093,16.772696979225802,-0.026783533,-0.020641863,-0.023712698,0.029410824,0.007975087,0.018692955,-600427.3876249683,3.756368152797222,-600423.1516446808,-600425.4346879678
S2-23.1,reactant,[H]c1c([H])c([H])c(N(C(=O)[C:91]([H])=[C:92]([H])[H])C([H])([H])[H])c([H])c1[H],0,-0.16346921,-0.2881513,-197.96871154599162,14.518521558289237,0.16289103,0.10520758,0.1340493,0.06017071,-0.004163459,0.028003626,-325051.0664995527,2.281874230131507,-325046.1271518314,-325048.60931804235
S2-23.1,intermediate,[H]c1c([H])c([H])c(N(C(=O)[C-:91]([H])[C:92]([H])([H])[S:93]C([H])([H])[H])C([H])([H])[H])c([H])c1[H],-1,-0.41674116,-0.105580725,-65.67071512358399,112.8658934244273,-0.028560884,-0.001072675,-0.01481678,-0.028162062,0.3348058,0.15332186,-600047.1053476024,3.053788620978594,-600041.3907288787,-600043.7896193108
S2-23.1,product,[H]c1c([H])c([H])c(N(C(=O)[C:91]([H])([H])[C:92]([H])([H])[S:93]C([H])([H])[H])C([H])([H])[H])c([H])c1[H],0,-0.13216326,-0.112757094,-189.8291311823193,19.083491640236748,-0.053193156,-0.04579299,-0.049493074,0.038403064,0.0071837753,0.02279342,-600416.8015899345,2.3571720272302628,-600412.5634934871,-600415.1745082322
S2-23.2,reactant,[H]c1c([H])c([H])c(N(C(=O)[C:91]([H])=[C:92]([H])[H])C([H])([H])[H])c([H])c1[H],0,-0.16364472,-0.28801143,-198.19479045473457,14.632103009150494,0.16346034,0.10541913,0.13443974,0.05996014,-0.0039261132,0.028017014,-325051.0601638432,1.9190014321357012,-325047.25262681866,-325049.4189558407
S2-23.2,intermediate,[H]c1c([H])c([H])c(N(C(=O)[C-:91]([H])[C:92]([H])([H])[S:93]C([H])([H])[H])C([H])([H])[H])c([H])c1[H],-1,-0.40062863,-0.10919069,-68.98721162202298,113.83440620094561,-0.01190909,0.014040329,0.0010656193,-0.038174212,0.28840014,0.12511297,-600046.8120837517,1.292138697579503,-600042.7588838916,-600044.880934604
S2-23.2,product,[H]c1c([H])c([H])c(N(C(=O)[C:91]([H])([H])[C:92]([H])([H])[S:93]C([H])([H])[H])C([H])([H])[H])c([H])c1[H],0,-0.13314787,-0.1127131,-189.8232007052415,19.269379192387845,-0.052909005,-0.045444444,-0.049176723,0.03950198,0.007508084,0.023505032,-600416.5606412754,1.2573597691953182,-600412.5527372658,-600415.2039367625
S2-23.3,reactant,[H]c1c([H])c([H])c(N(C(=O)[C:91]([H])=[C:92]([H])[H])C([H])([H])[H])c([H])c1[H],0,-0.16353072,-0.28807256,-198.1533526493369,14.647855705678124,0.1635924,0.10535021,0.1344713,0.059468165,-0.004138887,0.027664639,-325051.06234775553,2.018218904733658,-325047.4651122273,-325049.43101191917
S2-23.3,intermediate,[H]c1c([H])c([H])c(N(C(=O)[C-:91]([H])[C:92]([H])([H])[S:93]C([H])([H])[H])C([H])([H])[H])c([H])c1[H],-1,-0.43109792,-0.105670705,-67.68350901325667,114.16540134822482,-0.011729613,0.009331793,-0.0011989102,-0.0341776,0.31198335,0.13890287,-600050.8783017677,3.2151925694197416,-600045.1801761267,-600047.6371436323
S2-23.3,product,[H]c1c([H])c([H])c(N(C(=O)[C:91]([H])([H])[C:92]([H])([H])[S:93]C([H])([H])[H])C([H])([H])[H])c([H])c1[H],0,-0.13712704,-0.124452494,-187.74016600476534,21.627202139154438,-0.04130078,-0.029040553,-0.035170667,0.02802895,0.0121849105,0.02010693,-600415.6326214904,1.8451587818562984,-600411.1139754669,-600413.9550831729
S2-23.4,reactant,[H]c1c([H])c([H])c(N(C(=O)[C:91]([H])=[C:92]([H])[H])C([H])([H])[H])c([H])c1[H],0,-0.1635849,-0.28806385,-197.9768717506176,14.506682171631807,0.1630708,0.10510966,0.13409023,0.05995983,-0.004068911,0.027945459,-325051.0677070552,2.3041519839316607,-325047.32314111816,-325048.73455990775
S2-23.4,intermediate,[H]c1c([H])c([H])c(N(C(=O)[C-:91]([H])[C:92]([H])([H])[S:93]C([H])([H])[H])C([H])([H])[H])c([H])c1[H],-1,-0.38655427,-0.10606995,-66.23579738966727,113.5182697936678,0.0037653,0.018876106,0.011320703,-0.025641143,0.24471258,0.10953572,-600051.9905352184,1.8481531497091055,-600045.9009029549,-600049.4808396777
S2-23.4,product,[H]c1c([H])c([H])c(N(C(=O)[C:91]([H])([H])[C:92]([H])([H])[S:93]C([H])([H])[H])C([H])([H])[H])c([H])c1[H],0,-0.13395455,-0.11398626,-190.3153113763777,19.51745954132976,-0.059261385,-0.049939938,-0.054600663,0.059027135,0.023295417,0.041161276,-600417.079191233,1.597822779789567,-600412.359896018,-600415.4794861819
S2-21.1,reactant,[H]c1c([H])c(N([H])C(=O)[C:91]([H])=[C:92]([H])[H])c([H])c([H])c1F,0,-0.15371618,-0.27333638,-200.9100374734966,9.483611648265317,0.15229821,0.09422566,0.123261936,0.07531345,-0.0022227764,0.036545336,-362686.643001411,0.6598376203328371,-362684.0995453347,-362685.8693398977
S2-21.1,intermediate,[H]c1c([H])c(N([H])C(=O)[C-:91]([H])[C:92]([H])([H])[S:93]C([H])([H])[H])c([H])c([H])c1F,-1,-0.49673936,-0.11681734,-68.01676769706968,106.69926904414045,-0.03135909,0.016352184,-0.0075034536,-0.013053298,0.3673012,0.17712395,-637683.8865897065,1.7393413446843624,-637680.4159099101,-637681.6100274995
S2-21.1,product,[H]c1c([H])c(N([H])C(=O)[C:91]([H])([H])[C:92]([H])([H])[S:93]C([H])([H])[H])c([H])c([H])c1F,0,-0.13428958,-0.10620611,-192.86938462798062,14.721577695883427,-0.045855157,-0.04420414,-0.045029648,0.038640216,0.003553778,0.021096997,-638051.5718064378,1.0374488178640604,-638048.1653918587,-638050.444767001
S2-24.1,reactant,[H]c1c([H])c([H])c(N([H])C(=O)[C:91]([H])=[C:92]([H])[H])c([H])c1[H],0,-0.14938284,-0.27900138,-202.5183120340164,12.048307585239534,0.13313162,0.06648187,0.09980675,0.06096071,0.001149565,0.031055138,-300374.33927318134,0.9350279290229082,-300370.95483624976,-300373.4396493828
S2-24.1,intermediate,[H]c1c([H])c([H])c(N([H])C(=O)[C-:91]([H])[C:92]([H])([H])[S:93]C([H])([H])[H])c([H])c1[H],-1,-0.48506564,-0.112021536,-64.93217667776213,113.42576271066609,-0.039804146,0.013687514,-0.013058316,-0.005785793,0.35148996,0.17285207,-575370.5589632461,1.825822852551937,-575366.3828515299,-575368.1096241714
S2-24.1,product,[H]c1c([H])c([H])c(N([H])C(=O)[C:91]([H])([H])[C:92]([H])([H])[S:93]C([H])([H])[H])c([H])c1[H],0,-0.13433944,-0.1021351,-192.8560102864051,18.98318045785837,-0.044795062,-0.04729552,-0.04604529,0.040071204,0.0071386546,0.02360493,-575740.3037880124,1.116093721240759,-575737.5976974585,-575739.3290053145
S2-26.1,reactant,[H]c1c([H])c(N([H])C(=O)[C:91]([H])=[C:92]([H])[H])c([H])c([H])c1OC([H])([H])[H],0,-0.15124902,-0.2812207,-185.7798527170772,11.987020951310907,0.10917038,0.05486758,0.08201898,0.03301674,-0.005252987,0.013881877,-372285.14275384595,1.1328756269067526,-372281.28393619886,-372284.06349244324
S2-26.1,intermediate,[H]c1c([H])c(N([H])C(=O)[C-:91]([H])[C:92]([H])([H])[S:93]C([H])([H])[H])c([H])c([H])c1OC([H])([H])[H],-1,-0.49561042,-0.11581369,-63.413477434066955,106.55185620686458,0.008450396,0.024425529,0.016437963,-0.023810625,0.3183059,0.14724764,-647283.197465919,2.1351064182817936,-647277.4215109908,-647280.5002958693
S2-26.1,product,[H]c1c([H])c(N([H])C(=O)[C:91]([H])([H])[C:92]([H])([H])[S:93]C([H])([H])[H])c([H])c([H])c1OC([H])([H])[H],0,-0.13184814,-0.10202115,-179.71509150989434,16.50819242151694,-0.041718516,-0.050560556,-0.04613954,0.032419905,-0.0051526725,0.013633616,-647650.7803394145,1.0952978674322367,-647647.1518484942,-647649.7130601269
S2-26.2,reactant,[H]c1c([H])c(N([H])C(=O)[C:91]([H])=[C:92]([H])[H])c([H])c([H])c1OC([H])([H])[H],0,-0.15212834,-0.2813722,-185.88567388641152,12.258526420373316,0.10800904,0.054290056,0.08114955,0.036561012,-0.004417345,0.016071834,-372285.07519031153,1.0074142683297396,-372282.33073423477,-372283.9985113644
S2-26.2,intermediate,[H]c1c([H])c(N([H])C(=O)[C-:91]([H])[C:92]([H])([H])[S:93]C([H])([H])[H])c([H])c([H])c1OC([H])([H])[H],-1,-0.5211868,-0.11046645,-65.41043896733665,108.20425253270015,-0.009503692,0.022910833,0.0067035705,-0.01390028,0.31415486,0.15012729,-647281.4109614204,3.4764458127319813,-647273.8768394438,-647276.5505620574
