Molecule,SMILES,Rotors,Conformers,ElapsedTime(s),Status
"4@reactant",C=CC(=O)Nc1cc2c(cc1OCCC[NH+]3CCOCC3)ncnc2Nc4ccc(c(c4)Cl)F,10,100,1.67
"3@intermediate",C[NH+](C)C[C@H](CC(=O)Nc1cc2c(cc1O[C@H]3CCOC3)ncnc2Nc4ccc(c(c4)Cl)F)SC,11,100,0.09
"4@intermediate",CSCCC(=O)Nc1cc2c(cc1OCCC[NH+]3CCOCC3)ncnc2Nc4ccc(c(c4)Cl)F,12,100,0.02
"3@reactant",C[NH+](C)C/C=C/C(=O)Nc1cc2c(cc1O[C@H]3CCOC3)ncnc2Nc4ccc(c(c4)Cl)F,9,100,0.02
"4@product",CSCCC(=O)Nc1cc2c(cc1OCCC[NH+]3CCOCC3)ncnc2Nc4ccc(c(c4)Cl)F,12,100,0.02
"3@product",C[NH+](C)C[C@H](CC(=O)Nc1cc2c(cc1O[C@H]3CCOC3)ncnc2Nc4ccc(c(c4)Cl)F)SC,11,100,0.03
"5@intermediate",COc1cc2c(cc1NC(=O)C[C@@H](C[NH+]3CCCCC3)SC)c(ncn2)Nc4ccc(c(c4)Cl)F,10,100,0.05
"5@product",COc1cc2c(cc1NC(=O)C[C@@H](C[NH+]3CCCCC3)SC)c(ncn2)Nc4ccc(c(c4)Cl)F,10,100,0.02
"5@reactant",COc1cc2c(cc1NC(=O)/C=C/C[NH+]3CCCCC3)c(ncn2)Nc4ccc(c(c4)Cl)F,8,100,0.07
"14@reactant",C[NH+](C)C/C=C/C(=O)Nc1ccc(c(c1)Nc2ncc(c(n2)c3c[nH]c4c3cccc4)Cl)OC,9,100,0.14
"15@reactant",C[NH+](C)C/C=C/C(=O)Nc1ccc(c(c1)Nc2ncc(c(n2)c3cnn4c3cccc4)Cl)OC,9,100,0.13
"16@reactant",C[NH+](C)C/C=C/C(=O)Nc1ccc(c(c1)Nc2nccc(n2)c3cnn4c3cccc4)OC,9,100,0.09
