Molecule,SMILES,Rotors,Conformers,ElapsedTime(s),Status
"1@product",CSCCC(=O)Nc1ccccc1,5,16,1.25
"2o@reactant",C=CC(=O)Nc1ccccc1F,3,2,0.01
"3o@reactant",C=CC(=O)Nc1ccccc1Cl,3,3,0.01
"1@intermediate",CSCCC(=O)Nc1ccccc1,5,16,0.00
"4o@reactant",Cc1ccccc1NC(=O)C=C,3,3,0.00
"1@reactant",C=CC(=O)Nc1ccccc1,3,1,0.01
"5o@reactant",C=CC(=O)Nc1ccccc1C(F)(F)F,4,1,0.00
"4o@intermediate",Cc1ccccc1NC(=O)CCSC,5,25,0.01
"2o@intermediate",CSCCC(=O)Nc1ccccc1F,5,33,0.00
"4o@product",Cc1ccccc1NC(=O)CCSC,5,25,0.00
"5o@intermediate",CSCCC(=O)Nc1ccccc1C(F)(F)F,6,15,0.00
"6o@reactant",C=CC(=O)Nc1ccccc1c2ccccc2,4,3,0.00
"3o@intermediate",CSCCC(=O)Nc1ccccc1Cl,5,30,0.01
"3o@product",CSCCC(=O)Nc1ccccc1Cl,5,30,0.00
"2o@product",CSCCC(=O)Nc1ccccc1F,5,33,0.00
"5o@product",CSCCC(=O)Nc1ccccc1C(F)(F)F,6,15,0.00
"7o@reactant",COC(=O)c1ccccc1NC(=O)C=C,5,8,0.01
"8o@reactant",C=CC(=O)Nc1ccccc1C#N,3,3,0.00
"9o@reactant",COc1ccccc1NC(=O)C=C,4,4,0.01
"8o@intermediate",CSCCC(=O)Nc1ccccc1C#N,5,27,0.01
"8o@product",CSCCC(=O)Nc1ccccc1C#N,5,27,0.00
"10o@reactant",CSc1ccccc1NC(=O)C=C,4,6,0.01
"11o@reactant",CN(C)c1ccccc1NC(=O)C=C,4,3,0.02
"9o@intermediate",COc1ccccc1NC(=O)CCSC,6,50,0.03
"9o@product",COc1ccccc1NC(=O)CCSC,6,50,0.01
"12o@reactant",C=CC(=O)Nc1ccccc1[N+](=O)[O-],4,1,0.02
"10o@intermediate",CSCCC(=O)Nc1ccccc1SC,6,66,0.01
"10o@product",CSCCC(=O)Nc1ccccc1SC,6,66,0.01
"6o@intermediate",CSCCC(=O)Nc1ccccc1c2ccccc2,6,32,0.00
"7o@intermediate",COC(=O)c1ccccc1NC(=O)CCSC,7,80,0.01
"6o@product",CSCCC(=O)Nc1ccccc1c2ccccc2,6,32,0.00
"7o@product",COC(=O)c1ccccc1NC(=O)CCSC,7,80,0.01
"12o@intermediate",CSCCC(=O)Nc1ccccc1[N+](=O)[O-],6,16,0.00
"2m@reactant",C=CC(=O)Nc1cccc(c1)F,3,2,0.00
"12o@product",CSCCC(=O)Nc1ccccc1[N+](=O)[O-],6,16,0.00
"3m@reactant",C=CC(=O)Nc1cccc(c1)Cl,3,2,0.01
"4m@reactant",Cc1cccc(c1)NC(=O)C=C,3,2,0.01
"2m@intermediate",CSCCC(=O)Nc1cccc(c1)F,5,34,0.00
"2m@product",CSCCC(=O)Nc1cccc(c1)F,5,34,0.00
"3m@intermediate",CSCCC(=O)Nc1cccc(c1)Cl,5,35,0.01
"3m@product",CSCCC(=O)Nc1cccc(c1)Cl,5,35,0.00
"5m@reactant",C=CC(=O)Nc1cccc(c1)C(F)(F)F,4,2,0.00
"11o@intermediate",CN(C)c1ccccc1NC(=O)CCSC,6,28,0.00
