Molecule,SMILES,Rotors,Conformers,ElapsedTime(s),Status
"4m@intermediate",Cc1cccc(c1)NC(=O)CCSC,5,34,0.00
"4m@product",Cc1cccc(c1)NC(=O)CCSC,5,34,0.01
"6m@reactant",C=CC(=O)Nc1cccc(c1)c2ccccc2,4,3,0.00
"7m@reactant",COC(=O)c1cccc(c1)NC(=O)C=C,5,8,0.01
"5m@intermediate",CSCCC(=O)Nc1cccc(c1)C(F)(F)F,6,28,0.00
"11o@product",CN(C)c1ccccc1NC(=O)CCSC,6,28,0.00
"5m@product",CSCCC(=O)Nc1cccc(c1)C(F)(F)F,6,28,0.00
"8m@reactant",C=CC(=O)Nc1cccc(c1)C#N,3,2,0.00
"9m@reactant",COc1cccc(c1)NC(=O)C=C,4,4,0.02
"8m@intermediate",CSCCC(=O)Nc1cccc(c1)C#N,5,32,0.01
"8m@product",CSCCC(=O)Nc1cccc(c1)C#N,5,32,0.00
"10m@reactant",CSc1cccc(c1)NC(=O)C=C,4,7,0.01
"11m@reactant",CN(C)c1cccc(c1)NC(=O)C=C,4,4,0.02
"9m@intermediate",COc1cccc(c1)NC(=O)CCSC,6,61,0.01
"9m@product",COc1cccc(c1)NC(=O)CCSC,6,61,0.01
"6m@intermediate",CSCCC(=O)Nc1cccc(c1)c2ccccc2,6,48,0.01
"6m@product",CSCCC(=O)Nc1cccc(c1)c2ccccc2,6,48,0.01
"12m@reactant",C=CC(=O)Nc1cccc(c1)[N+](=O)[O-],4,2,0.00
"2p@reactant",C=CC(=O)Nc1ccc(cc1)F,3,1,0.02
"12m@intermediate",CSCCC(=O)Nc1cccc(c1)[N+](=O)[O-],6,30,0.02
"2p@intermediate",CSCCC(=O)Nc1ccc(cc1)F,5,14,0.00
"12m@product",CSCCC(=O)Nc1cccc(c1)[N+](=O)[O-],6,30,0.00
"3p@reactant",C=CC(=O)Nc1ccc(cc1)Cl,3,1,0.01
"2p@product",CSCCC(=O)Nc1ccc(cc1)F,5,14,0.01
"3p@intermediate",CSCCC(=O)Nc1ccc(cc1)Cl,5,14,0.01
"7m@intermediate",COC(=O)c1cccc(c1)NC(=O)CCSC,7,100,0.01
"4p@reactant",Cc1ccc(cc1)NC(=O)C=C,3,1,0.00
"7m@product",COC(=O)c1cccc(c1)NC(=O)CCSC,7,100,0.01
"3p@product",CSCCC(=O)Nc1ccc(cc1)Cl,5,14,0.00
"4p@intermediate",Cc1ccc(cc1)NC(=O)CCSC,5,14,0.01
"5p@reactant",C=CC(=O)Nc1ccc(cc1)C(F)(F)F,4,1,0.01
"4p@product",Cc1ccc(cc1)NC(=O)CCSC,5,14,0.00
"6p@reactant",C=CC(=O)Nc1ccc(cc1)c2ccccc2,4,1,0.01
"10m@intermediate",CSCCC(=O)Nc1cccc(c1)SC,6,100,0.02
"10m@product",CSCCC(=O)Nc1cccc(c1)SC,6,100,0.01
"7p@reactant",COC(=O)c1ccc(cc1)NC(=O)C=C,5,4,0.00
"5p@intermediate",CSCCC(=O)Nc1ccc(cc1)C(F)(F)F,6,17,0.00
"5p@product",CSCCC(=O)Nc1ccc(cc1)C(F)(F)F,6,17,0.00
"11m@intermediate",CN(C)c1cccc(c1)NC(=O)CCSC,6,45,0.01
"6p@intermediate",CSCCC(=O)Nc1ccc(cc1)c2ccccc2,6,16,0.00
"6p@product",CSCCC(=O)Nc1ccc(cc1)c2ccccc2,6,16,0.00
"8p@reactant",C=CC(=O)Nc1ccc(cc1)C#N,3,1,0.00
"11m@product",CN(C)c1cccc(c1)NC(=O)CCSC,6,45,0.00
"9p@reactant",COc1ccc(cc1)NC(=O)C=C,4,2,0.00
"8p@intermediate",CSCCC(=O)Nc1ccc(cc1)C#N,5,14,0.00
"8p@product",CSCCC(=O)Nc1ccc(cc1)C#N,5,14,0.00
"10p@reactant",CSc1ccc(cc1)NC(=O)C=C,4,3,0.01
"11p@reactant",CN(C)c1ccc(cc1)NC(=O)C=C,4,1,0.01
"9p@intermediate",COc1ccc(cc1)NC(=O)CCSC,6,24,0.01
"9p@product",COc1ccc(cc1)NC(=O)CCSC,6,24,0.00
"12p@reactant",C=CC(=O)Nc1ccc(cc1)[N+](=O)[O-],4,1,0.00
"12p@intermediate",CSCCC(=O)Nc1ccc(cc1)[N+](=O)[O-],6,15,0.02
"12p@product",CSCCC(=O)Nc1ccc(cc1)[N+](=O)[O-],6,15,0.00
"11p@intermediate",CN(C)c1ccc(cc1)NC(=O)CCSC,6,19,0.03
"11p@product",CN(C)c1ccc(cc1)NC(=O)CCSC,6,19,0.01
"7p@intermediate",COC(=O)c1ccc(cc1)NC(=O)CCSC,7,39,0.07
"7p@product",COC(=O)c1ccc(cc1)NC(=O)CCSC,7,39,0.01
"10p@intermediate",CSCCC(=O)Nc1ccc(cc1)SC,6,42,0.00
"10p@product",CSCCC(=O)Nc1ccc(cc1)SC,6,42,0.01
