  0.3292089100E+01  0.5191371500E+01  0.3986501000E+01   -0.00245610
 -0.2002709200E+00  0.5191371500E+01  0.7478861000E+01   -0.01658469
 -0.1491057100E+01  0.2214070600E+01  0.5277287200E+01   -0.03089717
  0.2777030000E+01  0.6482157700E+01  0.2695714800E+01   -0.00129453
 -0.2625205100E+01  0.2766437300E+01  0.3326223000E+01   -0.05600039
 -0.1507262300E+01  0.8429944000E+01  0.3986501000E+01   -0.01793842
 -0.1507262300E+01  0.1952799000E+01  0.3986501000E+01   -0.03351798
  0.1106720500E+01  0.5191371500E+01  0.7225073500E+01   -0.01130326
  0.3038301600E+01  0.5191371500E+01  0.5293492400E+01   -0.00372285
  0.3038301600E+01  0.5191371500E+01  0.2679509500E+01    0.00149138
 -0.2002709200E+00  0.6498362900E+01  0.7225073500E+01   -0.01435565
 -0.2002709200E+00  0.3884380100E+01  0.7225073500E+01   -0.01610111
 -0.3189252100E+00  0.5172524500E+01 -0.2392981200E+01    0.00562534
  0.9880662200E+00  0.5172524500E+01 -0.2139193700E+01    0.01304075
 -0.3557497700E+01  0.5172524500E+01  0.2406370200E+01   -0.05335152
  0.6935942900E-01  0.9349441400E+01 -0.1935057400E+01   -0.00554883
 -0.3963270600E+01  0.9349441400E+01 -0.1935057400E+01   -0.00902782
 -0.3963270600E+01  0.5316811400E+01 -0.1935057400E+01   -0.00486088
 -0.3237741800E+01  0.8623912600E+01  0.3058558500E+01   -0.02298396
 -0.3237741800E+01  0.1031042700E+02 -0.1209528600E+01   -0.00986869
  0.1030345300E+01  0.8623912600E+01 -0.1209528600E+01   -0.00380500
 -0.4924256400E+01  0.8623912600E+01 -0.1209528600E+01   -0.00967406
 -0.4371889700E+01  0.9758060600E+01 -0.5790204100E+00   -0.01169201
  0.4779786000E+00  0.7993404400E+01 -0.2343676600E+01   -0.00171670
 -0.1946955600E+01  0.8640117800E+01  0.3319830100E+01   -0.01919948
 -0.1121349800E+01  0.2613266800E+01 -0.3428571400E+01    0.00134360
  0.8949651800E+00  0.5969517500E+00  0.2080103600E+01   -0.00059922
 -0.3137664800E+01  0.4629581800E+01 -0.1952526400E+01   -0.00621531
  0.1694363800E+00  0.1322480500E+01  0.3041089500E+01   -0.00817950
  0.1694363800E+00  0.3904053000E+01 -0.2913512200E+01    0.00942781
 -0.2412136000E+01  0.3904053000E+01 -0.2913512200E+01   -0.00219319
  0.1303584400E+01  0.1952988800E+01  0.2488722800E+01    0.00560508
 -0.4610718300E+00  0.1883325800E+00  0.2488722800E+01   -0.01267797
 -0.2428341300E+01  0.2613266800E+01 -0.3174783900E+01   -0.00285466
 -0.1121349800E+01  0.1306275300E+01  0.3302361100E+01   -0.02534342
 -0.1121349800E+01  0.3920258200E+01 -0.3174783900E+01    0.00302306
 -0.3491423000E+01  0.1441805500E+01  0.3536019200E+01   -0.05458521
 -0.1475108000E+01 -0.5745094600E+00  0.2059974200E+01   -0.01863499
 -0.2200636800E+01  0.1510193300E+00  0.3020960100E+01   -0.02804420
 -0.4782209200E+01  0.2732591700E+01 -0.2933641600E+01    0.01346657
 -0.2831145000E+01 -0.9831286400E+00  0.2468593400E+01   -0.02107920
 -0.4151701000E+01 -0.9831286400E+00  0.2468593400E+01   -0.01464842
 -0.4151701000E+01  0.3866739700E+01 -0.2381275000E+01    0.00033082
 -0.2184431500E+01  0.1441805500E+01  0.3282231700E+01   -0.03946374
 -0.4798414400E+01  0.1441805500E+01 -0.3194913300E+01    0.01864983
 -0.3491423000E+01  0.1348141100E+00  0.3282231700E+01   -0.03090858
 -0.3491423000E+01  0.2748797000E+01 -0.3194913300E+01   -0.00048986
 -0.3175366300E+01 -0.9777785100E+00 -0.4633309100E+01    0.00213493
 -0.1884580100E+01 -0.2268564700E+01  0.1836351800E+01   -0.01194738
 -0.4466152500E+01  0.3130076900E+00 -0.4118249900E+01    0.00928287
 -0.1884580100E+01 -0.3955079400E+01  0.1498371800E+00   -0.00389690
 -0.2515088300E+01 -0.3402712700E+01  0.1283985100E+01   -0.00817414
 -0.2515088300E+01  0.1447155700E+01 -0.3565883200E+01   -0.00311411
 -0.3835644300E+01  0.1447155700E+01 -0.3565883200E+01    0.00243931
 -0.1868374900E+01 -0.9777785100E+00  0.2097623500E+01   -0.01924970
 -0.3175366300E+01 -0.2284769900E+01  0.2097623500E+01   -0.01084092
 -0.3175366300E+01  0.3292129200E+00 -0.4379521500E+01   -0.00017382
 -0.6601892900E+00 -0.1230239500E+01  0.1658589500E+01   -0.00897997
  0.6305969200E+00 -0.2521025700E+01  0.1143530300E+01    0.00826043
  0.6305969200E+00  0.6054672100E-01 -0.4811071400E+01    0.02074554
 -0.1950975500E+01  0.6054672100E-01 -0.4811071400E+01    0.00265276
  0.1764744900E+01 -0.1890517500E+01  0.5911636300E+00    0.01673236
 -0.1320467300E+01 -0.3655173700E+01  0.5911636300E+00   -0.00093998
  0.8870354000E-04  0.1194694700E+01 -0.4258704700E+01    0.00925087
 -0.1320467300E+01  0.1194694700E+01 -0.4258704700E+01    0.00267492
  0.6468021400E+00 -0.1230239500E+01  0.1404802000E+01    0.00188888
 -0.1967180700E+01 -0.1230239500E+01 -0.5072343100E+01    0.00529530
 -0.6601892900E+00 -0.2537230900E+01  0.1404802000E+01   -0.00320581
 -0.6601892900E+00  0.7675194400E-01 -0.5072343100E+01    0.01287241
  0.5608679200E+00  0.9774538400E+00 -0.4269967200E+01    0.01451907
 -0.6022722100E+00  0.2140594000E+01 -0.3805842400E+01    0.00318334
 -0.3411506800E-01  0.3162585800E+01 -0.3308099300E+01    0.00659142
  0.5608679200E+00 -0.2002889800E+00  0.1795342200E+01   -0.00268398
  0.5608679200E+00  0.2155196700E+01 -0.4041276800E+01    0.01064429
  0.1239022300E+01  0.3461568900E+01 -0.3552072500E+01    0.01672606
  0.4546123500E+01  0.2736040100E+01 -0.4513058400E+01    0.00738009
  0.1964551100E+01  0.2736040100E+01 -0.4513058400E+01    0.01624703
  0.6232638200E+01  0.2736040100E+01 -0.2826543800E+01   -0.03810352
  0.5680271500E+01  0.2105531900E+01 -0.3960691700E+01   -0.00238329
  0.1948345900E+01  0.1445253900E+01 -0.4774330100E+01    0.02094302
  0.3255337300E+01  0.2752245300E+01 -0.4774330100E+01    0.01456630
  0.4856601600E+01  0.4214202900E+01  0.7559290400E+00   -0.01569650
  0.6147387800E+01 -0.2255458000E+01 -0.5348571700E+00    0.02153129
  0.1879300700E+01 -0.5689433100E+00  0.2046715200E+01    0.00951379
  0.2431667400E+01  0.6156490600E-01  0.3180863200E+01    0.00880719
  0.5516879500E+01 -0.1703091300E+01 -0.1669005100E+01    0.02061177
  0.6163593000E+01  0.7218429000E+00  0.3994501600E+01    0.01693049
  0.1618029000E+01  0.7218429000E+00  0.2062920500E+01    0.00582149
  0.4856601600E+01 -0.5851485300E+00  0.3994501600E+01    0.01629542
  0.7680710700E+01 -0.2655319700E+01  0.1521333700E+00    0.02434166
  0.1010564500E+02  0.1497318300E+01 -0.2272800800E+01    0.00166252
  0.7020432700E+01  0.3261974500E+01  0.2577067500E+01   -0.00802871
  0.6373719300E+01 -0.2401532200E+01  0.1521333700E+00    0.02369378
  0.1057988400E+02  0.3373248500E+01  0.2476758600E+01   -0.00444140
  0.9272892800E+01 -0.3103896500E+01  0.1169767100E+01    0.02950862
  0.1080139600E+02 -0.3142747300E+01  0.3134442800E+01    0.04315972
  0.1078519100E+02 -0.3404019000E+01  0.1843656600E+01    0.03656400
  0.1078519100E+02 -0.1654464700E+00 -0.1394916000E+01    0.02036218
  0.1361788600E+02 -0.7308246200E+00  0.7725503900E+01    0.02935225
  0.1490867200E+02 -0.2021610800E+01  0.7210444700E+01    0.01167014
  0.1232710000E+02 -0.3708125500E+01  0.2942357600E+01    0.04504789
  0.1119295200E+02 -0.7054662800E-01  0.6658078000E+01    0.03179083
  0.1492487700E+02 -0.7308246200E+00  0.7471716300E+01    0.02444922
  0.1231089400E+02 -0.7308246200E+00  0.7471716300E+01    0.03198211
  0.1361788600E+02 -0.3969397100E+01  0.2926152400E+01    0.04821220
  0.1627516800E+02  0.2028959200E+01  0.3562294500E+01    0.03597772
  0.1627516800E+02 -0.4955760800E+01  0.3562294500E+01    0.03335846
  0.1829148300E+02  0.5529142100E+00  0.5578609500E+01    0.03811600
  0.1425885300E+02 -0.3479715800E+01  0.1545979500E+01    0.04539999
  0.1498438100E+02 -0.2754187000E+01  0.5849936000E+00    0.02275398
  0.1756595400E+02  0.1513900100E+01  0.4853080700E+01    0.03982082
  0.1498438100E+02 -0.4440701700E+01  0.4853080700E+01    0.02468114
  0.1756595400E+02 -0.4440701700E+01  0.2271508300E+01    0.03900177
  0.1498438100E+02 -0.4440701700E+01  0.2271508300E+01    0.04381812
  0.1925246900E+02 -0.1726145800E+00  0.4853080700E+01    0.04927365
  0.1870010200E+02  0.9615333900E+00  0.4222572500E+01    0.03049492
  0.1693544600E+02  0.9615333900E+00  0.5987228600E+01    0.04230808
  0.1693544600E+02 -0.3888335000E+01  0.1137360300E+01    0.01250687
  0.1561489000E+02 -0.3888335000E+01  0.1137360300E+01    0.02808891
  0.1758215900E+02  0.1775171700E+01  0.3562294500E+01    0.02541530
  0.1496817600E+02 -0.4701973300E+01  0.3562294500E+01    0.04067359
  0.1951374000E+02 -0.1564093600E+00  0.3562294500E+01    0.02485850
  0.1627516800E+02 -0.1564093600E+00  0.6800867000E+01    0.02705275
  0.1627516800E+02  0.1775171700E+01  0.4869285900E+01    0.04798486
  0.1627516800E+02 -0.4701973300E+01  0.2255303000E+01    0.03837210
  0.2035647500E+02 -0.9489787700E+00  0.1603050800E+01   -0.02922555
  0.1737843500E+02  0.2029061200E+01  0.1603050800E+01    0.00163185
  0.1737843500E+02 -0.9489787700E+00 -0.1374989200E+01   -0.04419997
  0.1909780700E+02  0.7703933900E+00  0.3322422900E+01    0.00861634
  0.1909780700E+02  0.7703933900E+00 -0.1163214000E+00   -0.04691967
  0.1909780700E+02 -0.2668350900E+01 -0.1163214000E+00   -0.04138711
  0.1565906300E+02 -0.2668350900E+01 -0.1163214000E+00   -0.00435667
  0.1847912700E+02  0.1517132700E+00 -0.9357828200E+00   -0.04984334
  0.1847912700E+02 -0.2049670800E+01 -0.9357828200E+00   -0.04855704
  0.1627774300E+02 -0.2049670800E+01 -0.9357828200E+00   -0.02645185
  0.1847912700E+02  0.1589854800E+01  0.2703742800E+01   -0.00196573
  0.1847912700E+02  0.1589854800E+01  0.5023587200E+00   -0.03062175
  0.1847912700E+02 -0.3487812300E+01  0.5023587200E+00   -0.02034005
  0.1627774300E+02 -0.3487812300E+01  0.5023587200E+00    0.00313108
  0.1991726900E+02  0.1517132700E+00  0.2703742800E+01   -0.00847483
  0.1991726900E+02  0.1517132700E+00  0.5023587200E+00   -0.04774154
  0.1991726900E+02 -0.2049670800E+01  0.5023587200E+00   -0.04154149
  0.1944624900E+02  0.1118835200E+01  0.2166089600E+01   -0.02004311
  0.1944624900E+02 -0.3016792700E+01  0.2166089600E+01    0.02815113
  0.1944624900E+02  0.1118835200E+01  0.1040011900E+01   -0.03657733
  0.1944624900E+02 -0.3016792700E+01  0.1040011900E+01   -0.01908000
  0.1944624900E+02 -0.3859399600E+00 -0.4647632000E+00   -0.05471940
